Frame, Time, HP, Atk, Def, SpD, SpD, Spe
81519, 22:38.65, 13, A, A, 16, 11, 19
81520, 22:38.66, A, A, A, 19, 6, 31
81521, 22:38.68, A, 19, A, B, 2, 12
81522, 22:38.70, A, 2, 2, B, 15, B
81523, 22:38.71, 24, 29, B, A, B, 0
81524, 22:38.73, B, 6, 6, A, A, 4
81525, 22:38.75, A, 19, 21, A, A, 2
81526, 22:38.76, 2, A, 5, 30, A, A
81527, 22:38.78, 10, A, A, A, 30, 30
81528, 22:38.80, 30, 9, A, A, 30, 19
81529, 22:38.81, A, A, 30, 6, A, 7
81530, 22:38.83, 7, A, A, A, 6, 20
81531, 22:38.85, 20, 1, 6, B, 3, 26
81532, 22:38.86, 26, 14, B, A, 9, 10
81533, 22:38.88, 10, 10, 9, B, A, 24
81534, 22:38.90, 24, 3, A, 19, B, 8
81535, 22:38.91, B, B, 28, 26, 13, B
81536, 22:38.93, 2, 26, 13, B, A, 30
81537, 22:38.95, 30, 12, 5, B, B, A
81538, 22:38.96, 30, B, 22, 18, B, 15
81539, 22:38.98, 15, 18, 27, B, B, 12
81540, 22:39.00, 12, 3, 23, 8, B, B
81541, 22:39.01, B, 8, B, 21, 14, A
81542, 22:39.03, 19, A, 14, 19, B, A
81543, 22:39.05, 31, 19, A, 5, A, 22
81544, 22:39.06, 22, A, 10, A, 28, A
81545, 22:39.08, 11, 0, 28, A, A, A
81546, 22:39.10, A, A, 3, A, 18, 13
81547, 22:39.11, 13, B, A, 2, 2, A
81548, 22:39.13, A, 2, 2, B, 24, 10
81549, 22:39.15, 10, B, B, 11, 18, B
81550, 22:39.16, B, 11, 18, B, B, 0
81551, 22:39.18, 0, 27, B, 22, 1, A
81552, 22:39.20, 20, 22, 1, 24, A, A
81553, 22:39.21, 26, 24, 22, A, 0, A
81554, 22:39.23, 20, A, 0, 15, 29, A
81555, 22:39.25, 7, A, 29, B, 29, A
81556, 22:39.26, 29, 1, A, A, 10, 3
81557, 22:39.28, 3, A, 10, B, 12, 21
81558, 22:39.30, 21, 25, A, 28, 19, A
81559, 22:39.31, 12, B, 19, A, 28, 26
81560, 22:39.33, 26, A, B, B, 25, 30
81561, 22:39.35, B, B, 25, B, 9, 4
81562, 22:39.36, 4, 29, B, B, B, 9
81563, 22:39.38, 9, 8, 30, B, 22, B
81564, 22:39.40, 24, 18, 22, B, A, 2
81565, 22:39.41, 2, 24, 12, 18, B, A
81566, 22:39.43, 16, 18, A, 25, A, A
81567, 22:39.45, 27, A, 28, A, A, 9
81568, 22:39.46, 9, 1, A, B, A, 31
81569, 22:39.48, 31, 9, 5, B, 29, 21
81570, 22:39.50, B, 27, 29, B, B, 21
81571, 22:39.51, 21, 16, B, B, 21, A
81572, 22:39.53, 4, 5, 21, B, A, A
81573, 22:39.55, 10, A, 5, 13, A, A
81574, 22:39.56, 30, A, A, B, 25, 22
81575, 22:39.58, 22, B, 25, B, A, 9
81576, 22:39.60, 9, B, B, B, 24, 25
81577, 22:39.61, 25, 23, 24, B, B, 11
81578, 22:39.63, 11, 8, B, B, 2, B
81579, 22:39.65, 30, 11, 2, 12, B, B
81580, 22:39.66, 8, 12, 29, B, B, 16
81581, 22:39.68, 16, 30, 7, 11, B, B
81582, 22:39.70, 19, 11, 13, 11, B, B
81583, 22:39.71, 29, 11, 17, B, B, A
81584, 22:39.73, 3, 7, 4, A, 6, B
81585, 22:39.75, 27, B, 6, 20, 30, B
81586, 22:39.76, 11, 20, 30, B, B, B
81587, 22:39.78, 13, 13, 19, 2, B, A
81588, 22:39.80, 17, 2, 28, B, A, B
81589, 22:39.81, 29, A, 7, 23, A, B
81590, 22:39.83, 9, A, A, 28, 22, 2
81591, 22:39.85, 2, A, 22, 17, A, 5
81592, 22:39.86, A, A, 10, 10, A, 9
81593, 22:39.88, 9, A, 0, A, 14, A
81594, 22:39.90, 3, A, 14, A, 7, A
81595, 22:39.91, 0, A, A, A, 20, 15
81596, 22:39.93, 15, A, A, A, 22, 16
81597, 22:39.95, A, B, 22, 12, A, 28
81598, 22:39.96, A, 12, B, B, 6, 12
81599, 22:39.98, 12, B, 6, B, 26, 2
81600, 22:40.00, 2, 7, B, 23, 16, B
81601, 22:40.01, B, 23, B, 26, 6, B
81602, 22:40.03, 0, B, 6, 22, B, A
81603, 22:40.05, 6, 22, A, 1, A, B
81604, 22:40.06, 22, 1, 18, 21, A, A
81605, 22:40.08, 25, A, 4, B, 28, A
81606, 22:40.10, 13, B, B, 31, A, 21
81607, 22:40.11, 21, 31, B, A, 8, 15
81608, 22:40.13, 15, 6, B, 23, B, 27
81609, 22:40.15, A, 23, 16, B, B, 22
81610, 22:40.16, 22, B, 15, 6, 23, B
81611, 22:40.18, 4, 6, 23, 6, A, B
81612, 22:40.20, 30, 6, B, 25, A, 31
81613, 22:40.21, 31, A, 3, 14, B, 3
81614, 22:40.23, 3, A, B, A, 22, 12
81615, 22:40.25, 12, A, A, 18, 24, 7
81616, 22:40.26, 7, 18, A, A, A, 11
81617, 22:40.28, 11, 11, A, A, 19, 27
81618, 22:40.30, 27, A, 19, 21, 14, A
81619, 22:40.31, 18, B, 14, A, A, 4
81620, 22:40.33, A, B, B, 22, 11, 27
81621, 22:40.35, B, B, 11, 6, 16, 6
81622, 22:40.36, 6, 6, B, B, A, 20
81623, 22:40.38, B, 14, 22, A, B, 8
81624, 22:40.40, 8, A, B, 21, A, 28
81625, 22:40.41, 28, 21, 23, A, A, 12
81626, 22:40.43, 12, 30, 9, 17, B, A
81627, 22:40.45, A, B, 17, 27, B, 7
81628, 22:40.46, 7, B, B, 12, 12, 27
81629, 22:40.48, 27, 12, B, 9, A, B
81630, 22:40.50, 2, 9, A, B, 1, A
81631, 22:40.51, 3, 21, 1, 11, A, A
81632, 22:40.53, 20, B, A, 17, 6, 24
81633, 22:40.55, 24, 17, 6, A, A, B
81634, 22:40.56, 7, B, 31, B, 27, A
81635, 22:40.58, A, 16, 27, 29, B, A
81636, 22:40.60, B, 29, 21, B, 21, A
81637, 22:40.61, 0, 29, B, 31, A, 10
81638, 22:40.63, 10, 31, A, A, 10, 4
81639, 22:40.65, 4, 16, 10, A, 14, B
81640, 22:40.66, 17, B, B, 3, 4, 26
81641, 22:40.68, 26, 3, 4, A, B, 15
81642, 22:40.70, 15, 3, B, A, 0, A
81643, 22:40.71, 6, 1, A, 30, 17, A
81644, 22:40.73, 25, B, 17, 29, 19, A
81645, 22:40.75, 0, A, 19, B, A, 18
81646, 22:40.76, 18, 25, B, A, A, 21
81647, 22:40.78, 21, 21, 27, A, A, A
81648, 22:40.80, 9, B, A, 15, 13, 16
81649, 22:40.81, 16, A, 13, 29, 6, B
81650, 22:40.83, 12, 29, 6, A, 9, 30
81651, 22:40.85, 30, 4, A, 2, B, A
81652, 22:40.86, 29, B, A, 11, 29, 4
81653, 22:40.88, 4, B, 29, 20, B, 20
81654, 22:40.90, 20, 20, B, B, A, 10
81655, 22:40.91, B, 5, A, 7, A, 11
81656, 22:40.93, 11, A, 10, A, A, 0
81657, 22:40.95, 0, A, A, 13, 26, A
81658, 22:40.96, 8, A, 26, 31, A, A
81659, 22:40.98, A, B, 9, A, 0, 7
81660, 22:41.00, 7, A, 0, A, 24, B
81661, 22:41.01, B, A, 24, B, 26, 12
81662, 22:41.03, A, 29, 26, 28, A, B
81663, 22:41.05, B, 28, A, A, 31, 8
81664, 22:41.06, 8, A, 31, 19, 26, A
81665, 22:41.08, 0, B, 26, A, 9, A
81666, 22:41.10, 18, A, 9, A, 5, B
81667, 22:41.11, 7, 12, B, B, 1, A
81668, 22:41.13, 10, B, A, 14, 16, A
81669, 22:41.15, 5, A, 16, B, 6, 28
81670, 22:41.16, 28, 20, 6, B, A, A
81671, 22:41.18, 10, A, B, 22, A, 22
81672, 22:41.20, 22, A, 14, 30, A, A
81673, 22:41.21, 29, B, 7, A, A, 30
81674, 22:41.23, 30, A, B, 18, 8, 13
81675, 22:41.25, 13, B, B, 0, 25, A
81676, 22:41.26, 0, 0, B, 30, 4, B
81677, 22:41.28, 25, A, 4, B, 30, 8
81678, 22:41.30, 8, 20, 30, 1, B, B
81679, 22:41.31, 0, 1, A, B, 25, B
81680, 22:41.33, 16, B, 25, B, B, 21
81681, 22:41.35, 21, 20, 11, B, A, 4
81682, 22:41.36, B, 12, 16, 24, B, A
81683, 22:41.38, 25, B, 25, 11, 27, B
81684, 22:41.40, 5, B, 27, 29, B, 0
81685, 22:41.41, 0, B, B, 16, 20, A
81686, 22:41.43, 27, 16, B, 17, B, 11
81687, 22:41.45, 11, 17, 18, 28, A, B
81688, 22:41.46, 21, B, 30, 28, A, B
81689, 22:41.48, 28, B, 23, 29, A, B
81690, 22:41.50, 29, 29, 16, B, B, 23
81691, 22:41.51, 23, B, 26, B, 22, A
81692, 22:41.53, 23, 0, 22, B, A, A
81693, 22:41.55, 8, A, 8, 0, A, A
81694, 22:41.56, 1, A, 12, 22, A, A
81695, 22:41.58, 2, B, 18, A, A, 5
81696, 22:41.60, 5, 18, B, B, 21, 27
81697, 22:41.61, B, B, 21, A, 19, 9
81698, 22:41.63, 9, 7, 19, B, 31, A
81699, 22:41.65, 8, 23, A, A, B, 28
81700, 22:41.66, 28, A, 16, 24, B, 18
81701, 22:41.68, 18, A, 16, A, 25, B
81702, 22:41.70, 10, 27, A, 12, A, A
81703, 22:41.71, A, A, 5, 29, A, 7
81704, 22:41.73, 7, B, 1, 12, A, 12
81705, 22:41.75, A, 12, B, B, 0, 12
81706, 22:41.76, B, A, 0, B, 25, 1
81707, 22:41.78, 1, 15, 25, A, 16, B
81708, 22:41.80, 28, 22, A, 22, B, 20
81709, 22:41.81, 20, A, 8, 4, B, 14
81710, 22:41.83, 14, A, 7, 7, B, 20
81711, 22:41.85, A, 7, 1, 22, A, B
81712, 22:41.86, 5, A, 30, 5, 25, 31
81713, 22:41.88, 31, 5, 25, 15, B, 12
81714, 22:41.90, 12, A, A, 14, 20, B
81715, 22:41.91, 11, 14, 20, B, 9, A
81716, 22:41.93, 3, 9, A, B, 20, A
81717, 22:41.95, B, B, 20, 9, 24, 3
81718, 22:41.96, 3, 9, 24, 4, 19, A
81719, 22:41.98, 0, B, B, 14, 7, 14
81720, 22:42.00, 14, 14, 7, 30, B, 25
81721, 22:42.01, B, B, 20, 2, 15, B
81722, 22:42.03, 20, 2, 15, B, B, B
81723, 22:42.05, 1, B, 11, B, A, 0
81724, 22:42.06, 0, 17, 3, 7, B, 27
81725, 22:42.08, 27, 7, 19, 7, 24, B
81726, 22:42.10, 8, A, 24, 27, 26, B
81727, 22:42.11, 27, B, 26, A, 25, B
81728, 22:42.13, 19, B, A, 24, B, 15
81729, 22:42.15, 15, 24, 21, B, 31, B
81730, 22:42.16, 21, B, 31, B, B, 20
81731, 22:42.18, 20, 30, B, 21, A, 9
81732, 22:42.20, 9, 21, 19, A, B, 15
81733, 22:42.21, 15, A, 24, B, B, 30
81734, 22:42.23, 30, B, 7, A, B, 31
81735, 22:42.25, 31, A, 27, 24, B, B
81736, 22:42.26, 11, 24, 11, A, 30, A
81737, 22:42.28, 15, 15, A, A, B, 31
81738, 22:42.30, 31, A, 25, 12, A, A
81739, 22:42.31, 10, B, A, 15, 14, A
81740, 22:42.33, 21, A, 14, 27, 21, B
81741, 22:42.35, B, B, 21, 16, 15, A
81742, 22:42.36, 10, 16, 15, B, B, 27
81743, 22:42.38, 27, B, B, 14, 5, 16
81744, 22:42.40, 16, 14, 5, 14, B, 24
81745, 22:42.41, B, 14, 30, B, 28, B
81746, 22:42.43, 12, 17, B, 2, 10, A
81747, 22:42.45, 27, B, 10, 17, B, 0
81748, 22:42.46, 0, 17, 3, 22, A, A
81749, 22:42.48, 19, B, 28, B, A, 21
81750, 22:42.50, 21, A, 25, 14, B, 17
81751, 22:42.51, B, 14, 24, B, B, 31
81752, 22:42.53, 31, B, 27, B, A, 29
81753, 22:42.55, 29, 3, B, 13, A, A
81754, 22:42.56, 22, 13, 7, A, 31, A
81755, 22:42.58, 19, B, 31, 5, A, 10
81756, 22:42.60, 10, 5, B, A, A, 11
81757, 22:42.61, 11, A, 16, B, A, 11
81758, 22:42.63, 11, 9, A, 6, B, 25
81759, 22:42.65, 25, B, 26, A, 16, B
81760, 22:42.66, 28, B, 16, B, B, 6
81761, 22:42.68, B, 19, B, 5, B, 28
81762, 22:42.70, 28, 5, 2, B, 12, B
81763, 22:42.71, 19, B, 12, 23, A, 24
81764, 22:42.73, 24, 23, 24, 22, B, A
81765, 22:42.75, 2, 22, B, 19, 29, B
81766, 22:42.76, 31, B, 29, B, 14, 29
81767, 22:42.78, 29, B, B, 16, 24, B
81768, 22:42.80, 11, 16, 24, B, A, 15
81769, 22:42.81, 15, 11, 4, 4, 16, B
81770, 22:42.83, 1, 4, 16, B, A, A
81771, 22:42.85, 16, A, 7, 22, A, 17
81772, 22:42.86, 17, A, 0, A, B, 15
81773, 22:42.88, 15, B, A, B, 17, 5
81774, 22:42.90, 5, B, 17, B, 0, B
81775, 22:42.91, 27, 11, B, B, A, 24
81776, 22:42.93, 24, 18, 0, B, 24, A
81777, 22:42.95, 7, 26, A, 28, A, A
81778, 22:42.96, 12, A, 4, A, 8, A
81779, 22:42.98, 18, A, 8, A, 2, 3
81780, 22:43.00, 3, 23, A, A, 23, A
81781, 22:43.01, 25, A, A, A, 6, 23
81782, 22:43.03, A, A, 6, B, 5, 6
81783, 22:43.05, 6, B, B, A, 28, 16
81784, 22:43.06, 16, A, 28, B, B, 18
81785, 22:43.08, B, A, 8, 17, 29, A
81786, 22:43.10, 10, 17, 29, A, 24, B
81787, 22:43.11, 22, 9, B, B, 7, A
81788, 22:43.13, 28, B, B, 1, 30, B
81789, 22:43.15, 0, 1, 30, B, B, B
81790, 22:43.16, 17, 28, B, 16, 26, B
81791, 22:43.18, 5, 16, 26, B, 20, A
81792, 22:43.20, 6, B, 20, 2, A, B
81793, 22:43.21, 8, 2, 5, 23, 29, B
81794, 22:43.23, 7, 23, 29, B, B, B
81795, 22:43.25, 13, 23, B, 14, A, B
81796, 22:43.26, 17, A, 4, B, B, 21
81797, 22:43.28, 21, 7, 28, 2, 11, A
81798, 22:43.30, 21, B, 11, A, 22, A
81799, 22:43.31, 18, A, 22, 13, B, 15
81800, 22:43.33, A, 13, 29, A, 1, B
81801, 22:43.35, 19, B, 1, 24, B, 25
81802, 22:43.36, 25, 24, A, 29, B, B
81803, 22:43.38, B, 29, 7, A, 14, 27
81804, 22:43.40, 27, 23, A, 10, B, B
81805, 22:43.41, A, 10, 0, B, 9, B
81806, 22:43.43, 8, A, 9, 27, B, 29
81807, 22:43.45, 29, 27, A, 19, 11, B
81808, 22:43.46, A, 19, 11, 19, A, B
81809, 22:43.48, 21, 19, 26, A, A, B
81810, 22:43.50, 21, A, 14, 29, B, 24
81811, 22:43.51, A, A, 26, 15, B, 21
81812, 22:43.53, 21, B, 24, 29, A, 19
81813, 22:43.55, 19, B, 3, A, B, 18
81814, 22:43.56, B, B, 14, A, 8, 7
81815, 22:43.58, 7, A, 8, 1, B, B
81816, 22:43.60, A, 1, B, 5, B, 0
81817, 22:43.61, 0, 5, 18, B, 5, B
81818, 22:43.63, 23, 31, 5, B, B, 18
81819, 22:43.65, 18, 11, B, B, 13, B
81820, 22:43.66, 31, 10, 13, 31, A, B
81821, 22:43.68, 3, A, 31, 23, B, 2
81822, 22:43.70, 2, 23, 5, B, 18, A
81823, 22:43.71, 7, 17, A, A, B, 25
81824, 22:43.73, 25, A, A, 0, A, 27
81825, 22:43.75, 27, A, A, A, 7, 31
81826, 22:43.76, 31, A, 7, 3, A, 9
81827, 22:43.78, 9, 3, A, A, A, 30
81828, 22:43.80, 30, B, A, 15, 20, A
81829, 22:43.81, 15, B, 20, A, 31, 8
81830, 22:43.83, 8, 27, A, B, 26, 8
81831, 22:43.85, 8, 22, 26, A, 24, A
81832, 22:43.86, B, 23, 24, B, 18, 4
81833, 22:43.88, 4, 27, B, 13, 24, B
81834, 22:43.90, B, B, 24, 28, 20, 18
81835, 22:43.91, 18, B, 20, B, 24, B
81836, 22:43.93, 25, B, B, 3, 4, B
81837, 22:43.95, 14, B, 4, 24, 18, A
81838, 22:43.96, 25, 24, 18, A, B, B
81839, 22:43.98, 8, 12, B, 0, 11, B
81840, 22:44.00, 1, A, 11, 6, 11, 9
81841, 22:44.01, 9, 6, 11, A, B, 13
81842, 22:44.03, 13, 22, B, 30, B, 21
81843, 22:44.05, 21, B, 8, 14, 15, B
81844, 22:44.06, 29, 14, 15, 24, 3, A
81845, 22:44.08, 8, 24, 3, B, B, 15
81846, 22:44.10, 15, 31, 1, B, A, A
81847, 22:44.11, 27, 9, 31, A, A, 16
81848, 22:44.13, 16, 23, A, 7, A, 13
81849, 22:44.15, 13, 7, A, B, 6, 7
81850, 22:44.16, 7, B, 6, A, A, 15
81851, 22:44.18, 15, 20, B, A, A, 26
81852, 22:44.20, 26, 20, A, 7, 30, A
81853, 22:44.21, 27, 7, A, B, 9, A
81854, 22:44.23, 6, A, 9, 3, A, 6
81855, 22:44.25, 6, B, 6, B, 12, 30
81856, 22:44.26, 30, 30, B, A, 27, B
81857, 22:44.28, B, B, 27, 1, 5, 10
81858, 22:44.30, 10, 1, 5, 0, B, A
81859, 22:44.31, 16, 0, 6, A, 1, A
81860, 22:44.33, 4, 10, 1, 28, A, A
81861, 22:44.35, 25, 28, 11, B, 12, A
81862, 22:44.36, 0, 28, 12, A, A, B
81863, 22:44.38, B, A, 12, 24, A, 1
81864, 22:44.40, 1, 24, 17, A, A, 9
81865, 22:44.41, A, 21, 12, B, A, 10
81866, 22:44.43, 10, A, B, A, 8, 30
81867, 22:44.45, 30, 16, B, A, 24, 20
81868, 22:44.46, 20, 26, 24, A, A, A
81869, 22:44.48, 7, 6, A, A, 10, 2
81870, 22:44.50, 2, B, 10, 6, 23, A
81871, 22:44.51, A, B, B, 9, 12, 18
81872, 22:44.53, 18, A, B, 29, 6, 11
81873, 22:44.55, B, 29, 6, A, 13, B
81874, 22:44.56, 30, 25, B, A, B, 16
81875, 22:44.58, 16, A, 23, 9, 11, 4
81876, 22:44.60, 4, 9, 11, 12, A, 0
81877, 22:44.61, A, 12, 31, 25, A, A
81878, 22:44.63, 21, B, 18, 0, A, 11
81879, 22:44.65, 11, B, 19, A, 23, A
81880, 22:44.66, 16, B, B, A, 29, 3
81881, 22:44.68, 3, 26, A, 6, B, A
81882, 22:44.70, 1, A, B, 9, 31, A
81883, 22:44.71, 20, A, 31, 19, A, A
81884, 22:44.73, 22, 19, 15, A, 6, 16
81885, 22:44.75, 16, 2, A, A, 2, A
81886, 22:44.76, A, 27, A, B, 5, 12
81887, 22:44.78, 12, 31, 5, A, B, 29
81888, 22:44.80, B, A, 28, B, 18, 26
81889, 22:44.81, 26, 25, B, A, 13, A
81890, 22:44.83, 18, 14, B, A, 12, A
81891, 22:44.85, 10, 28, A, 23, B, A
81892, 22:44.86, 14, 23, A, B, 28, B
81893, 22:44.88, 26, A, 28, B, 4, B
81894, 22:44.90, 5, A, 4, B, B, 18
81895, 22:44.91, 18, 23, A, 21, B, 31
81896, 22:44.93, 31, B, 24, A, B, 10
81897, 22:44.95, 10, 21, A, 31, B, B
81898, 22:44.96, 20, 31, B, A, 25, A
81899, 22:44.98, 7, B, 25, 20, 0, B
81900, 22:45.00, 19, A, 0, 10, A, B
81901, 22:45.01, 18, 10, B, A, 15, 9
81902, 22:45.03, 9, 6, A, 18, B, 29
81903, 22:45.05, 29, 18, B, B, 6, 0
81904, 22:45.06, 0, B, 6, 4, B, 3
81905, 22:45.08, 3, 4, 31, B, B, 14
81906, 22:45.10, 14, B, 16, B, B, 19
81907, 22:45.11, 19, 25, 8, B, B, B
81908, 22:45.13, 18, 18, 8, 24, B, B
81909, 22:45.15, 4, 24, 3, B, B, B
81910, 22:45.16, 11, 5, B, 4, B, 31
81911, 22:45.18, 31, B, 26, 29, B, 15
81912, 22:45.20, 15, 29, 4, 16, B, B
81913, 22:45.21, 9, B, B, 2, A, 13
81914, 22:45.23, 13, B, A, 16, B, 11
81915, 22:45.25, 11, 16, B, 3, A, B
81916, 22:45.26, 27, A, 17, 22, B, 11
81917, 22:45.28, 11, 22, A, 17, 0, A
81918, 22:45.30, A, 17, 0, 30, B, 31
81919, 22:45.31, 31, 30, 15, B, A, 29
81920, 22:45.33, 29, B, 14, A, 27, 20
81921, 22:45.35, 20, A, B, 14, B, 29
81922, 22:45.36, 29, B, 8, A, A, 31
81923, 22:45.38, 31, B, 22, 10, A, 2
81924, 22:45.40, 2, 10, 7, 4, B, A
81925, 22:45.41, B, B, 7, 14, 24, B
81926, 22:45.43, 31, B, 24, 3, 10, A
81927, 22:45.45, 23, 3, 10, B, A, A
81928, 22:45.46, 0, 26, 6, 30, A, A
81929, 22:45.48, 15, A, 13, 1, A, 20
81930, 22:45.50, 20, A, 27, B, 27, 21
81931, 22:45.51, A, A, B, 25, 27, 31
81932, 22:45.53, B, 25, 27, A, 25, 23
81933, 22:45.55, 23, A, A, 27, A, 24
81934, 22:45.56, 24, B, A, A, 3, 22
81935, 22:45.58, 22, B, 3, B, 23, 20
81936, 22:45.60, 20, 19, B, B, 26, 26
81937, 22:45.61, 26, 5, B, B, A, 7
81938, 22:45.63, B, A, 16, 14, A, 4
81939, 22:45.65, 4, 14, 27, A, A, A
81940, 22:45.66, 14, A, 28, A, A, 26
81941, 22:45.68, 26, A, 2, B, 22, A
81942, 22:45.70, 27, 16, 22, B, B, 31
81943, 22:45.71, B, A, 24, 29, B, 21
81944, 22:45.73, B, A, 9, 29, A, 8
81945, 22:45.75, 8, 29, A, 18, 13, B
81946, 22:45.76, 18, B, 13, 13, A, B
81947, 22:45.78, 26, 13, 21, B, B, 16
81948, 22:45.80, 16, 1, 21, B, 0, A
81949, 22:45.81, 19, 10, B, 7, 18, A
81950, 22:45.83, 21, 7, A, 27, B, 8
81951, 22:45.85, 8, A, 14, 14, B, A
81952, 22:45.86, 6, 14, 7, A, 5, B
81953, 22:45.88, 1, 24, A, 28, B, 21
81954, 22:45.90, A, A, 14, 4, 15, B
81955, 22:45.91, 23, 4, A, B, B, 8
81956, 22:45.93, 8, 6, B, 30, 14, B
81957, 22:45.95, 2, B, 14, A, 29, 23
81958, 22:45.96, 23, 29, 29, 3, A, 28
81959, 22:45.98, 28, 3, A, 12, B, A
81960, 22:46.00, 14, B, B, 20, 4, A
81961, 22:46.01, 1, B, 4, B, B, 18
81962, 22:46.03, 18, B, 21, B, 31, A
81963, 22:46.05, 15, 4, 31, B, A, A
81964, 22:46.06, 31, A, 14, 20, B, A
81965, 22:46.08, 28, B, 8, B, 28, 22
81966, 22:46.10, 22, A, 28, 9, 22, 25
81967, 22:46.11, 25, 9, 22, B, 9, B
81968, 22:46.13, 21, 20, A, 13, B, B
81969, 22:46.15, 23, B, B, 25, 29, 16
81970, 22:46.16, 16, B, 29, 14, A, B
81971, 22:46.18, 12, 14, 11, A, A, 1
81972, 22:46.20, 1, A, 23, 22, B, A
81973, 22:46.21, 13, B, 19, A, 17, 12
81974, 22:46.23, 12, 10, 17, B, 29, A
81975, 22:46.25, 19, 29, B, A, 28, B
81976, 22:46.26, 11, A, 28, B, 5, B
81977, 22:46.28, 7, A, 5, 8, 25, A
81978, 22:46.30, A, 8, A, 7, B, 10
81979, 22:46.31, 10, 7, 28, B, A, 29
81980, 22:46.33, 29, B, 28, 6, B, B
81981, 22:46.35, 16, 6, B, B, 8, A
81982, 22:46.36, 21, A, B, 13, 26, B
81983, 22:46.38, 15, A, 26, B, 20, B
81984, 22:46.40, 2, B, 20, B, 23, B
81985, 22:46.41, 8, 29, 23, B, B, 1
81986, 22:46.43, B, 18, 10, 11, B, A
81987, 22:46.45, 25, 11, 2, 16, A, A
81988, 22:46.46, 9, A, 3, 25, A, 24
81989, 22:46.48, 24, 25, A, B, 9, A
81990, 22:46.50, 19, A, 9, B, 10, B
81991, 22:46.51, 9, A, B, B, 10, 15
81992, 22:46.53, B, 21, 10, 25, A, A
81993, 22:46.55, A, 25, 1, A, A, 22
81994, 22:46.56, 22, A, 7, B, 18, 30
81995, 22:46.58, 30, B, B, 23, 22, A
81996, 22:46.60, B, B, 22, A, 11, 11
81997, 22:46.61, 11, 9, B, 3, A, A
81998, 22:46.63, 11, 3, 7, A, B, 14
81999, 22:46.65, 14, A, 10, A, 13, 12
82000, 22:46.66, 12, B, A, B, 27, 2
82001, 22:46.68, A, 7, B, 2, 28, A
82002, 22:46.70, B, 2, 28, A, 17, 19
82003, 22:46.71, 19, 23, 17, 20, A, A
82004, 22:46.73, 18, 20, 30, A, 18, 2
82005, 22:46.75, 2, B, 18, A, 25, A
82006, 22:46.76, 5, 0, 25, A, 8, 2
82007, 22:46.78, 2, A, A, 17, 29, 25
82008, 22:46.80, A, 17, 29, 8, A, 14
82009, 22:46.81, 14, A, 22, A, 23, A
82010, 22:46.83, 12, A, A, 2, 28, 2
82011, 22:46.85, 2, 2, A, A, 0, 12
82012, 22:46.86, A, 22, 0, B, 28, 11
82013, 22:46.88, 11, A, B, 14, 21, 16
82014, 22:46.90, 16, 14, B, A, A, 28
82015, 22:46.91, A, 14, A, 31, 11, B
82016, 22:46.93, A, 31, B, B, 12, 18
82017, 22:46.95, 18, B, 12, B, B, 8
82018, 22:46.96, 8, 9, B, B, 23, A
82019, 22:46.98, B, 6, 23, A, B, 13
82020, 22:47.00, 13, 12, 1, B, 2, B
82021, 22:47.01, 6, B, 2, 28, 16, B
82022, 22:47.03, 28, 28, B, 5, B, 5
82023, 22:47.05, B, 5, 10, 29, B, B
82024, 22:47.06, 11, B, 31, 17, B, 9
82025, 22:47.08, 9, B, 1, B, A, 8
82026, 22:47.10, 8, A, 19, 3, B, B
82027, 22:47.11, 11, 3, B, 8, 10, A
82028, 22:47.13, 29, A, A, 28, 4, 11
82029, 22:47.15, 11, A, 4, 1, 1, B
82030, 22:47.16, A, A, 1, 26, B, 29
82031, 22:47.18, 29, 26, 10, A, B, 1
82032, 22:47.20, 1, 0, A, A, A, 4
82033, 22:47.21, A, B, 22, A, 30, 17
82034, 22:47.23, 17, 6, 30, A, 4, B
82035, 22:47.25, 0, 7, B, A, 20, 10
82036, 22:47.26, 10, 5, 20, A, 31, A
82037, 22:47.28, A, A, 31, A, 4, 16
82038, 22:47.30, 16, B, 4, A, 2, A
82039, 22:47.31, 22, 29, B, A, 20, 6
82040, 22:47.33, 6, 22, B, B, 23, 5
82041, 22:47.35, 5, B, A, 16, A, 16
82042, 22:47.36, B, 16, 20, A, A, 12
82043, 22:47.38, 12, 3, 30, 6, A, A
82044, 22:47.40, A, 6, A, B, 9, 10
82045, 22:47.41, 10, A, B, 11, 11, 15
82046, 22:47.43, 15, 11, B, B, 23, A
82047, 22:47.45, A, 24, 23, 11, B, 13
82048, 22:47.46, 13, B, B, 28, B, 6
82049, 22:47.48, 6, B, 19, 28, A, B
82050, 22:47.50, 20, 28, 29, B, A, A
82051, 22:47.51, 30, 1, 18, 30, A, 27
82052, 22:47.53, 27, B, 18, A, A, 20
82053, 22:47.55, 20, B, 15, B, A, 27
82054, 22:47.56, 27, A, B, B, 27, 25
82055, 22:47.58, 25, 8, 27, B, B, 11
82056, 22:47.60, 11, 12, A, 31, B, B
82057, 22:47.61, 16, B, 20, A, 13, B
82058, 22:47.63, 16, A, 13, 23, 13, A
82059, 22:47.65, 28, 23, 13, A, B, 11
82060, 22:47.66, 11, A, 24, 5, 30, 5
82061, 22:47.68, 5, B, A, B, 13, 26
82062, 22:47.70, A, 26, 13, B, 16, A
82063, 22:47.71, 13, B, A, B, 30, 27
82064, 22:47.73, 27, 10, 30, 27, B, B
82065, 22:47.75, 4, B, B, B, 8, 26
